Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
repayment-service,repayment-service__c7ccacf23f89,Fix (tw-495): pass subscription accountType through as-is,c7ccacf23f89cb5ed88e2db617a2b561ed8323ce,31,965de74629da410da2e6941d90dbf4ff3feefddc,project_silver_repos/UL8oMB1GmGgKChghMd26__repayment-service.zip,repayment-service,fix (tw-495): pass subscription accountType through as-is,high,19,2,1,,,npm test
repflow-frontend,repflow-frontend__c8b970d05e38,Fix(ux): friendlier JWK/Cognito errors; avoid mislabeling API fetch failures as offline,c8b970d05e3830c1efd2ee217c05d82532b0f9fd,50,4fef39c2af1258b2376a96fff1bbc67b2be8942d,project_silver_repos/yXA0BqxjhUZ0KUQ7z40x__repflow-frontend.zip,repflow-frontend,fix(ux): friendlier JWK/Cognito errors; avoid mislabeling API fetch failures as offline,high,19,3,1,,,npm test
saige,saige__9f21cae8e627,Fixed notirization and build issues,9f21cae8e6278deea8d55aa14971e01909f4c530,187,59c2c3007452828afbf7525fb161ac3b4ff7c3cd,project_silver_repos/IzodHGuZZGBQl8XeOJVS__saige.zip,saige,fixed notirization and build issues,high,19,7,1,,,npm test
schemai,schemai__125074bf5664,Fix(config): fix getEffectiveMaxRecords type narrowing issue,125074bf566494a0c3e0f3c8ebc2c8a06c8b2055,10,ad9788c21007b6742955e0ec2f6df64bbfc9eaae,project_silver_repos/IPV79DLBlQJ4WrZkiCgw__schemai.zip,schemai,fix(config): fix getEffectiveMaxRecords type narrowing issue,high,19,2,1,,,npm test
secure-pesa,secure-pesa__30c58b43cb05,Fix(disputes): update class names to follow convention,30c58b43cb05bc489a63b7c3f95af2692fb27239,6,57d8a77ba9634a7f87f03a70c70505618c808a43,project_silver_repos/9mFaZDTGr6cSopbSHvR0__secure-pesa.zip,secure-pesa,fix(disputes): update class names to follow convention,high,19,3,1,,,pytest
SwarmSync,swarmsync__8658fbf0c186,"Fix(perf): binary insert for hash ring, zero-copy GetRef for state store",8658fbf0c18652584a9aa6a09f9d43882a8cd97f,70,b4b4d673cc23952eb443fdf3cadc41cab7825057,project_silver_repos/PxRGGPZ8XqTm8dLr9xeZ__SwarmSync.zip,.,"fix(perf): binary insert for hash ring, zero-copy GetRef for state store",high,19,4,2,,,go test ./...
agentforge,agentforge__ec0a1249abdd,"Investigate and fix parse, auth issue indicated by commit 'test(ws): frame round-trip + auth parse' in backend/tests/services/websocketService.test.ts.",ec0a1249abddd306f2087075fdfb253f86b3bb8d,36,b4c05257226f3ab52718aa07ee9251e45d749796,project_silver_repos/YDWLdVv3Ts6icd0vEvGZ__agentforge.zip,.,test(ws): frame round-trip + auth parse,high,18,1,1,,,npm install && npm test (verify package.json scripts)
analytics-service,analytics-service__7de1f623329f,Investigate and fix auth issue indicated by commit 'update analytics auth' in src/functions/analyticsAuthorizer/analyticsAuthorizer.ts.,7de1f623329f64280476451557242eb6644b5c8b,172,aa745dbc1ed00f7fcef8f44080eb836eadfb2fff,project_silver_repos/daK6vFWbcBwjsBaCuxhu__analytics-service.zip,analytics-service,update analytics auth,high,18,3,2,,,npm test
analytics-service,analytics-service__a97cf619fe71,Investigate and fix auth issue indicated by commit 'use auth header instead of query param to auth' in src/functions/analyticsAuthorizer/analyticsAuthorizer.ts.,a97cf619fe719d9575a7b4ec6730041c8e25aeca,20,23eb6a2364fdca5c73a45976b03cf6319d3185df,project_silver_repos/daK6vFWbcBwjsBaCuxhu__analytics-service.zip,analytics-service,use auth header instead of query param to auth,high,18,3,1,,,npm test
aod_chatbot_v2,aod-chatbot-v2__036d0b8e2523,"Investigate and fix parse, auth issue indicated by commit 'tests: bearer auth (parse + verify_caller)' in tests/test_auth.py.",036d0b8e25238dfb7ecc88f4ea980d1a0bb027a2,48,0144d2748a2f9e41fd32d4184be84ec875e5e936,project_silver_repos/uKXunNOdDZEbjpSkO8gE__aod_chatbot_v2.zip,aod_chatbot_v2,tests: bearer auth (parse + verify_caller),high,18,1,1,,,pytest
cobol_analyzer,cobol-analyzer__db1a6627543f,Fix minor regression,db1a6627543f9789539ea9a23cf92c0ada195eaa,1,4b5af4b8dac02218031555ddea6f6aacbb6b8567,project_silver_repos/yEuULL97YrxW8WkXYjYl__cobol_analyzer.zip,.,Fix minor regression,high,18,1,1,,,pytest
durab,durab__71c5c058aa51,Fix flaky edge test,71c5c058aa5100e5cabea1d83f2639beed3105ea,16,094fd272d056f15cac4bf69645ba6f2fadd350b8,project_silver_repos/rpeJuWN03rRjNHcOuZC8__durab.zip,durab,fix flaky edge test,high,18,1,1,,,go test ./...
ebm_core,ebm-core__75fc57811a82,Fix minor regression,75fc57811a8236769f0a81da8585b261427901b3,1,06c8aabee1c21efe557090aab1941a1fea643fad,project_silver_repos/2ZBtf0KeVF8U4ZOQsagE__ebm_core.zip,.,Fix minor regression,high,18,1,1,,,pytest
hostlight,hostlight__e2c3be3855cc,"Investigate and fix parse, auth issue indicated by commit 'test(infra/auth): tokens generation and parse' in server/internal/infra/auth/tokens_test.go.",e2c3be3855ccf526315203c85bda4260fb714a15,100,2ef3b9c358f3e31e4baa237c4aae8409ec4935d9,project_silver_repos/qW03kJ9AeOsLjy9oF5vv__hostlight.zip,hostlight,test(infra/auth): tokens generation and parse,high,18,1,1,,,
kindling,kindling__44594016f301,Investigate and fix panic issue indicated by commit 'recovery: panic-safe goroutine helpers' in internal/recovery/recovery.go.,44594016f301dd5884fe26ede1df77f03349c741,140,43a1b2da52204ebd3097e64055a00c49e22b0563,project_silver_repos/27LtmqQeyQGuV9A5TGcK__kindling.zip,kindling,recovery: panic-safe goroutine helpers,high,18,2,1,,,go test ./...
kindling,kindling__813f748a8677,Investigate and fix concurrency issue indicated by commit 'bulkhead: bounded-concurrency limiter' in internal/bulkhead/bulkhead.go.,813f748a8677d78a34e03065f389271bb935caae,157,5563ce21ef890a21105120b3c5699166c3b2dc55,project_silver_repos/27LtmqQeyQGuV9A5TGcK__kindling.zip,kindling,bulkhead: bounded-concurrency limiter,high,18,2,1,,,go test ./...
kindling,kindling__c940a9a761e8,Investigate and fix panic issue indicated by commit 'recovery: panic-safe goroutine helpers' in internal/recovery/recovery.go.,c940a9a761e8342dc015c862998d137bcef5397f,140,0340b02c77d52ad36fd68679dd384a545ac6fce0,project_silver_repos/27LtmqQeyQGuV9A5TGcK__kindling.zip,kindling,recovery: panic-safe goroutine helpers,high,18,2,1,,,go test ./...
kvu,kvu__ee8b75be8c10,Fix(engine): add edge cases for zero-credit courses,ee8b75be8c1070e92195bab8d4beffb3d3907545,51,a24b2353324cc359c1a22477d116161f07057b0d,project_silver_repos/g0EA1lDTW8YS9tmA0LeT__kvu.zip,kvu,fix(engine): add edge cases for zero-credit courses,high,18,2,2,,,pytest
lattice,lattice__1dcf9f19aa2d,Fix: align handler + metrics tests with current shell-quote and registry semantics,1dcf9f19aa2db022e6c838e2de497cc4b56d48dc,35,533d9a832992226609cd3de2d5e850941ddbb45a,project_silver_repos/MB23sclvKuAn0RLTdVW1__lattice.zip,lattice,fix: align handler + metrics tests with current shell-quote and registry semantics,high,18,3,3,,,go test ./...
ledgerlift,ledgerlift__5db382c20ad8,"Investigate and fix auth, path issue indicated by commit 'tests for auth forms: validators + happy path' in src/ledgerlift/forms/tag.py.",5db382c20ad80f84b942f61e124f7b514a3d814f,85,5cda4ec4e2949033ec7afb28f7cc825757115373,project_silver_repos/8Ys4OhdfSzz331HzQ0ZT__ledgerlift.zip,ledgerlift,tests for auth forms: validators + happy path,high,18,3,2,,,pytest
nimbus,nimbus__9063d405e862,Investigate and fix auth issue indicated by commit 'api: bearer api-key auth' in services/api/src/nimbus_api/auth.py.,9063d405e862581cbaf8ffcb3cb7bd8b3523ad62,137,0ad9f36c911a2b6a87108d3e6f4b5ee5b0d95edf,project_silver_repos/OwE5VYrw5JdtILMqcl8m__nimbus.zip,nimbus,api: bearer api-key auth,high,18,3,1,,,pytest
pawsdb_build,pawsdb-build__514e42124219,"Investigate and fix edge, security issue indicated by commit 'security tests - hashing, jwt, edge cases' in tests/test_security.py.",514e42124219921c089bccff7a69fedf0938c2a9,56,32daf343ea5ec88e40898432b9942b72c06bb0a6,project_silver_repos/jctxgKxEwQtvJQZKhIPU__pawsdb_build.zip,pawsdb_build,"security tests - hashing, jwt, edge cases",high,18,1,1,,,pytest
tableflow,tableflow__3aa74d9d6246,"Investigate and fix auth issue indicated by commit 'test(e2e): playwright config + auth flow (gate, form, forgot link)' in frontend/playwright.config.js.",3aa74d9d6246d224460f7c3c262b9ef1488203b6,43,6608db23947d253bd5b9bbdf2b487c9a052f8e67,project_silver_repos/HZToCMOcU97mVDAqXPpG__tableflow.zip,tableflow,"test(e2e): playwright config + auth flow (gate, form, forgot link)",high,18,2,1,,,make test
taskflow-ts,taskflow-ts__dd2d07b1352a,Fix: rate limiter edge cases,dd2d07b1352a93f1b1ea136ad83a7b5ebcd19703,164,bd3ea8178f8bb72b5476921b9fea84ab8a4de132,project_silver_repos/aLj09WjWdj9lFzBRi3ph__taskflow-ts.zip,.,fix: rate limiter edge cases,high,18,1,1,,,npm test
worknest,worknest__d4fcf27708be,"Investigate and fix auth issue indicated by commit 'test: Playwright e2e suite (auth/projects/tickets)' in apps/web/e2e/fixtures.ts, apps/web/playwright.config.ts.",d4fcf27708be4641a59dbb1bb5317e00bbaee1dd,110,e7d55134e7fffd84c4253446d4dd8e602d098c62,project_silver_repos/9wPuGNy2ZjhG5wwvAAs7__worknest.zip,worknest,test: Playwright e2e suite (auth/projects/tickets),high,18,5,3,,,npm test
TaxscapeCursor,taxscapecursor__8eb6ae02d20d,"Fix auth race condition on page refresh - add retry logic to getAuthHeaders, improve timeout handling",8eb6ae02d20dedab923797c4b691000cd1918513,39,79d1b07d67d02d15a50d1c5fa45927b001e16c27,project_silver_repos/s4aTwzcxad0h51IcczoJ__TaxscapeCursor.zip,TaxscapeCursor,"Fix auth race condition on page refresh - add retry logic to getAuthHeaders, improve timeout handling",medium-high,32,3,0,,,pytest
voice-agent,voice-agent__a79f13cb1f0f,"Fix login hang: remove auth init timeout, add timeouts to refresh, force USER_PASSWORD_AUTH; add Cognito InitiateAuth test script",a79f13cb1f0f2c0b270ae04c812c9ff41dbd28d5,103,69afc68bbb26b16ff6c9b29a0f3c8b2292d2361f,project_silver_repos/tRrxR4IWLPYGqMUhNmOo__voice-agent.zip,.,"Fix login hang: remove auth init timeout, add timeouts to refresh, force USER_PASSWORD_AUTH; add Cognito InitiateAuth test script",medium-high,31,2,0,,,npm test
enginefinder,enginefinder__e2ad5df0df9f,Fix round-robin race condition: JS rotation desync with DB trigger under concurrency,e2ad5df0df9f85999744c0a8822919425381ea99,44,515afb0da838c02fa8bc6f9e4c77f5865799a5e2,project_silver_repos/hw3HEj99N9xTFLvEnWCU__enginefinder.zip,enginefinder,Fix round-robin race condition: JS rotation desync with DB trigger under concurrency,medium-high,27,1,0,,,npm test
MuzNet-mobile,muznet-mobile__170329b81cfe,Fix: crash bug cause of integer on switch toggle,170329b81cfef0eda836b2c0bd028d1cdaedfbfa,4,9dcf1306a3123e9316a11d5b67bb08e8ce833055,project_silver_repos/ukb6GgsSRhS4OBTCXCIH__MuzNet-mobile.zip,MuzNet-JavaScript,fix: crash bug cause of integer on switch toggle,medium-high,27,1,0,,,npm install && npm test (verify package.json scripts)
Qwen2Bitnet,qwen2bitnet__899e584487dd,"Fix: tq_cache overflow warning, realloc leak, rotated_q VLA, f32 lm_head",899e584487dd1ea87f7bb9be499fc0421542d695,20,96e97ac34e123bfc879b462b4b3f5a45b5b89289,project_silver_repos/1VDJfjnCGIVnGT521nkX__Qwen2Bitnet.zip,.,"fix: tq_cache overflow warning, realloc leak, rotated_q VLA, f32 lm_head",medium-high,27,3,0,,,
Sefarius,sefarius__6934d5d21c00,Fix(security): close RF-01 leak in Go fallbacks + tighten NFE_DEV_MODE,6934d5d21c00893a8e789d85087ad26a412b0092,57,1f76653d845e346439e8516db86167e7a121f9b0,project_silver_repos/UMUsuLdxETQowOJrP247__Sefarius.zip,Sefarius,fix(security): close RF-01 leak in Go fallbacks + tighten NFE_DEV_MODE,medium-high,27,5,0,,,npm install && npm test (verify package.json scripts)
SmallMoE,smallmoe__899e584487dd,"Fix: tq_cache overflow warning, realloc leak, rotated_q VLA, f32 lm_head",899e584487dd1ea87f7bb9be499fc0421542d695,20,96e97ac34e123bfc879b462b4b3f5a45b5b89289,project_silver_repos/UrghUH5CTW2jqyU0Lg0v__SmallMoE.zip,SmallMoE,"fix: tq_cache overflow warning, realloc leak, rotated_q VLA, f32 lm_head",medium-high,27,3,0,,,
mywhy_app_dart,mywhy-app-dart__a4768648fa6a,Fix(auth): avoid permission error before login,a4768648fa6ade3cacd57fe599286cd0017b0cf7,19,50df67f5a22516efa2d785ea86f0c209ebfd588a,project_silver_repos/Gjh1sQZhVFqRMNuDdn2h__mywhy_app_dart.zip,mywhy_app_dart,fix(auth): avoid permission error before login,medium-high,26,2,0,,,
mywhy_web,mywhy-web__e56a82ba2fdb,Fix(auth): avoid permission error before login,e56a82ba2fdbc7e94d0d7cd911afee488c415d0c,19,ce3beb4a13f9a0278ef7b7e64c56cbd5fb5ff698,project_silver_repos/tQs47iRcLT7tZUrFq1wY__mywhy_web.zip,mywhy_web,fix(auth): avoid permission error before login,medium-high,26,2,0,,,npm test
ours,ours__02a062bd2517,Fix(stream-info): truncate long payment handles to prevent overflow,02a062bd2517273f4f78a80a4d4af30a0675b5ad,32,200ef65c55c15ec2e901a6b19c5117e94b67f445,project_silver_repos/qICKbAVgcinihlgKjSgd__ours.zip,ours,fix(stream-info): truncate long payment handles to prevent overflow,medium-high,26,2,0,,,npm install && npm test (verify package.json scripts)
subhan-traders-pos,subhan-traders-pos__629da63530ba,Fixed infinite scroll bug in the pos layout,629da63530ba3cfb2470a63e29517d87087ba980,8,c6a5bb193e11209dfa0357aab630e15637c45a3e,project_silver_repos/BrolG6dfmEuf7USOq9SL__subhan-traders-pos.zip,subhan-traders-fresh/subhan-traders-pos,Fixed infinite scroll bug in the pos layout,medium-high,26,1,0,,,npm install && npm test (verify package.json scripts)
Flowcast,flowcast__c6d1f7164fea,Fix: enforce retry timeout bounds,c6d1f7164fea40858ebc88849a19a945f87f6d8e,5,5907dfd1403031876016265da5f5058613bb3e06,project_silver_repos/hiqycla7qv3cNxCRzFDW__Flowcast.zip,.,fix: enforce retry timeout bounds,medium-high,25,1,0,,,npm test
TaxscapeCursor,taxscapecursor__897379c66cc9,"Investigate and fix timeout, infinite issue indicated by commit 'Add timeout to auth initialization to prevent infinite loading' in frontend/src/context/auth-context.tsx.",897379c66cc911ad5152ae4c590708c2ebf2cd0c,19,d630e95c69ec0f665d20021be606a9ca3e9bcc62,project_silver_repos/s4aTwzcxad0h51IcczoJ__TaxscapeCursor.zip,TaxscapeCursor,Add timeout to auth initialization to prevent infinite loading,medium-high,25,1,0,,,pytest
control-tower,control-tower__caef3e9ed958,Fix Step 15 auto-include + Step 16 validation crash,caef3e9ed95847e4f01482f8009d8455ccb638da,71,2b7e43eadac1f37e1ac000472922c1107781b362,project_silver_repos/j2G8Tmf6alhaeB6doaua__control-tower.zip,control-tower,Fix Step 15 auto-include + Step 16 validation crash,medium-high,24,2,0,,,npm install && npm test (verify package.json scripts)
mywhy_app_dart,mywhy-app-dart__93f3bb37d88b,Fix(pin validation): move debug logging for email and auth method to argument parsing,93f3bb37d88b331826990a881cd94e7dd714abfc,9,b2bacdd8ce2b93dea09c850db12e3fa195fc8f0b,project_silver_repos/Gjh1sQZhVFqRMNuDdn2h__mywhy_app_dart.zip,mywhy_app_dart,fix(pin validation): move debug logging for email and auth method to argument parsing,medium-high,24,1,0,,,
mywhy_web,mywhy-web__6032a50d6c7a,Fix(pin validation): move debug logging for email and auth method to argument parsing,6032a50d6c7af5537694e6e755a077a2dccb6514,9,80076dbaf373de675f38416bc3d56154bea15fd2,project_silver_repos/tQs47iRcLT7tZUrFq1wY__mywhy_web.zip,mywhy_web,fix(pin validation): move debug logging for email and auth method to argument parsing,medium-high,24,1,0,,,npm test
Qwen2Bitnet,qwen2bitnet__3f8738d773c6,Fix: prevent infinite loop in pre-tokenizer on tab+letter input,3f8738d773c63253bc8ada7937eafc6ab208b41d,7,feb7fa3ca054df55109996b17aadd6372738b1d0,project_silver_repos/1VDJfjnCGIVnGT521nkX__Qwen2Bitnet.zip,.,fix: prevent infinite loop in pre-tokenizer on tab+letter input,medium-high,24,1,0,,,
Qwen2Bitnet,qwen2bitnet__8a22a017c152,Fix: add bounds checks and input validation for TQ cache,8a22a017c15251e3aa4f91d5824ba68f22977dfb,16,ed34f8f503a6cadb9da3ac752b4e59a00d2320b3,project_silver_repos/1VDJfjnCGIVnGT521nkX__Qwen2Bitnet.zip,.,fix: add bounds checks and input validation for TQ cache,medium-high,24,4,0,,,
saige,saige__1f3af67bf1e8,Fix: Add 'free' status support and prevent infinite license check loop,1f3af67bf1e886af0a5b50a37d3d984d46b8b722,97,7b62cf281bb48c00993f655d53c357e22657c6f7,project_silver_repos/IzodHGuZZGBQl8XeOJVS__saige.zip,saige,fix: Add 'free' status support and prevent infinite license check loop,medium-high,24,4,0,,,npm test
SmallMoE,smallmoe__3f8738d773c6,Fix: prevent infinite loop in pre-tokenizer on tab+letter input,3f8738d773c63253bc8ada7937eafc6ab208b41d,7,feb7fa3ca054df55109996b17aadd6372738b1d0,project_silver_repos/UrghUH5CTW2jqyU0Lg0v__SmallMoE.zip,SmallMoE,fix: prevent infinite loop in pre-tokenizer on tab+letter input,medium-high,24,1,0,,,
SmallMoE,smallmoe__8a22a017c152,Fix: add bounds checks and input validation for TQ cache,8a22a017c15251e3aa4f91d5824ba68f22977dfb,16,ed34f8f503a6cadb9da3ac752b4e59a00d2320b3,project_silver_repos/UrghUH5CTW2jqyU0Lg0v__SmallMoE.zip,SmallMoE,fix: add bounds checks and input validation for TQ cache,medium-high,24,4,0,,,
Trimayafit-demo,trimayafit-demo__ffac3f96b797,Fix: Resolve infinite loading loop on dashboard filters,ffac3f96b797137d581eacbdd9603bd5067f0c0d,49,3840f834e2bfe554e703b831b90352ad05d795f9,project_silver_repos/6ve4cqGOOWxEZtCTU4qu__Trimayafit-demo.zip,.,fix: Resolve infinite loading loop on dashboard filters,medium-high,24,2,0,,,npm install && npm test (verify package.json scripts)
voice-agent,voice-agent__5e874cf8ccae,Fix proxy crash: validate WebSocket close codes,5e874cf8ccae4b85a8398ebe0d2d3a79a82f9584,14,617741b3b386d0ec515f87c02aa67bdc7fe622fb,project_silver_repos/tRrxR4IWLPYGqMUhNmOo__voice-agent.zip,.,Fix proxy crash: validate WebSocket close codes,medium-high,24,1,0,,,npm test
diogenes-ai-leadgen,diogenes-ai-leadgen__1a27cdf04170,"Fix 3 CRM display bugs: companies domainName, deals company None crash, pipeline intent",1a27cdf04170d963adb2fc4dd3d49737721e5351,35,341da9f7f460849bf24db207d47c494854f61a2b,project_silver_repos/0aVyADJfwpYJxMSpnkX9__diogenes-ai-leadgen.zip,.,"Fix 3 CRM display bugs: companies domainName, deals company None crash, pipeline intent",medium-high,23,3,0,,,pytest
diogenes-ai-leadgen,diogenes-ai-leadgen__5da151a96574,Fix ValueError crash: slot-fill path guarded against non-IntentType task_types; fix greeting comma,5da151a96574cbe985146b3ce01382c7cbd2bbde,11,eea85a5ff942d6c739d28290915f97fbc6eeaa76,project_silver_repos/0aVyADJfwpYJxMSpnkX9__diogenes-ai-leadgen.zip,.,Fix ValueError crash: slot-fill path guarded against non-IntentType task_types; fix greeting comma,medium-high,23,2,0,,,pytest
enginefinder,enginefinder__2ebfae1f1bab,Fix AI parser: truncate post text to first 3 lines + upgrade to Sonnet 4.5,2ebfae1f1bab9bf8262726e671c4dc08d30bf720,8,04d5669956789927c5df4c1a6d66c81764b47b99,project_silver_repos/hw3HEj99N9xTFLvEnWCU__enginefinder.zip,enginefinder,Fix AI parser: truncate post text to first 3 lines + upgrade to Sonnet 4.5,medium-high,23,1,0,,,npm test
